NAME                     INSTALLED                        FIXED IN                                             TYPE            VULNERABILITY        SEVERITY    EPSS          RISK
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66041       Medium      0.4% (34th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66039       Medium      0.4% (34th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66041       Medium      0.4% (34th)   0.2
libgnutls30              3.7.3-4ubuntu1.5                 3.7.3-4ubuntu1.9                                     deb             CVE-2026-42013       Medium      0.4% (34th)   0.2
python                   3.11.10                          *3.13.14, 3.14.5rc1, 3.15.0b1                        UnknownPackage  CVE-2026-4786        High        0.3% (21st)   0.2
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59842       Medium      0.4% (34th)   0.2
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59842       Medium      0.4% (34th)   0.2
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2026-42497       Medium      0.4% (34th)   0.2
libaom3                  3.3.0-1ubuntu0.1                                                                      deb             CVE-2026-56211       Medium      0.4% (33rd)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22919       Medium      0.4% (33rd)   0.2
openssl                  3.3.2                            3.0.20, *3.3.7, 3.4.5, 3.5.6, 3.6.2                  UnknownPackage  CVE-2026-31789       Critical    0.2% (15th)   0.2
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-64720       Medium      0.4% (33rd)   0.2
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-64720       Medium      0.4% (33rd)   0.2
ffmpeg                   8.0.1                                                                                 UnknownPackage  CVE-2025-22921       Medium      0.4% (27th)   0.2
transformers             4.57.3                           5.0.0rc3                                             python          GHSA-69w3-r845-3855  Medium      0.3% (27th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30998       Medium      0.4% (32nd)   0.2
libpam-modules           1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.6                                    deb             CVE-2025-6020        Medium      0.4% (32nd)   0.2
libpam-modules-bin       1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.6                                    deb             CVE-2025-6020        Medium      0.4% (32nd)   0.2
libpam-runtime           1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.6                                    deb             CVE-2025-6020        Medium      0.4% (32nd)   0.2
libpam0g                 1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.6                                    deb             CVE-2025-6020        Medium      0.4% (32nd)   0.2
perl-base                5.34.0-3ubuntu1.3                5.34.0-3ubuntu1.7                                    deb             CVE-2026-8376        Medium      0.4% (32nd)   0.2
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-41080       Medium      0.4% (32nd)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25473       Medium      0.4% (32nd)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25473       Medium      0.4% (32nd)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25473       Medium      0.4% (32nd)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25473       Medium      0.4% (32nd)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-25473       Medium      0.4% (32nd)   0.2
